"Top Level Domain","U-Label","Translation","Agreement Type","Operator","Agreement Status","Agreement Date","Link"
"everbank",,,"Base, Brand (Spec 13), Non-Sponsored","EverBank","terminated","15 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/everbank"
"exchange",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/exchange"
"expert",,,"Base, Non-Sponsored","Binky Moon, LLC","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/expert"
"exposed",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/exposed"
"express",,,"Base, Non-Sponsored","Binky Moon, LLC","active","11 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/express"
"extraspace",,,"Base, Brand (Spec 13), Non-Sponsored","Extra Space Storage LLC","active","14 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/extraspace"
"fage",,,"Base, Brand (Spec 13), Non-Sponsored","Fage International S.A.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/fage"
"fail",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/fail"
"fairwinds",,,"Base, Brand (Spec 13), Non-Sponsored","FairWinds Partners, LLC","active","13 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/fairwinds"
"faith",,,"Base, Non-Sponsored","dot Faith Limited","active","20 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/faith"
"family",,,"Base, Non-Sponsored","Dog Beach, LLC","active","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/family"
"fan",,,"Base, Non-Sponsored","Dog Beach, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/fan"
"fans",,,"Base, Non-Sponsored","ZDNS International Limited","active","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/fans"
"farm",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/farm"
"farmers",,,"Base, Brand (Spec 13), Non-Sponsored","Farmers Insurance Exchange","active","9 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/farmers"
"fashion",,,"Base, Non-Sponsored","Registry Services, LLC","active","3 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/fashion"
"fast",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/fast"
"fedex",,,"Base, Brand (Spec 13), Non-Sponsored","Federal Express Corporation","active","6 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/fedex"
"feedback",,,"Base, Non-Sponsored","Top Level Spectrum, Inc.","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/feedback"
"ferrari",,,"Base, Brand (Spec 13), Non-Sponsored","Fiat Chrysler Automobiles N.V.","active","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/ferrari"
"ferrero",,,"Base, Brand (Spec 13), Non-Sponsored","Ferrero Trading Lux S.A.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/ferrero"
"fiat",,,"Base, Brand (Spec 13), Non-Sponsored","Fiat Chrysler Automobiles N.V.","terminated","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/fiat"
"fidelity",,,"Base, Brand (Spec 13), Non-Sponsored","Fidelity Brokerage Services LLC","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/fidelity"
"fido",,,"Base, Brand (Spec 13), Non-Sponsored","Rogers Communications Canada Inc.","active","6 Aug 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/fido"
"film",,,"Base, Non-Sponsored","Motion Picture Domain Registry Pty Ltd","active","8 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/film"
"final",,,"Base, Non-Sponsored","Núcleo de Informação e Coordenação do Ponto BR - NIC.br","active","16 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/final"
"finance",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/finance"
"financial",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/financial"
"fire",,,"Base, Brand (Spec 13), Non-Sponsored","Amazon Registry Services, Inc.","active","25 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/fire"
"firestone",,,"Base, Brand (Spec 13), Non-Sponsored","Bridgestone Licensing Services, Inc","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/firestone"
"firmdale",,,"Base, Non-Sponsored","Firmdale Holdings Limited","active","27 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/firmdale"
"fish",,,"Base, Non-Sponsored","Binky Moon, LLC","active","12 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/fish"
"fishing",,,"Base, Non-Sponsored","Registry Services, LLC","active","21 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/fishing"
"fit",,,"Base, Non-Sponsored","Registry Services, LLC","active","7 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/fit"
"fitness",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/fitness"
"flickr",,,"Base, Brand (Spec 13), Non-Sponsored","Flickr, Inc.","active","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/flickr"
"flights",,,"Base, Non-Sponsored","Binky Moon, LLC","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/flights"
"flir",,,"Base, Brand (Spec 13), Non-Sponsored","FLIR Systems, Inc.","active","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/flir"
"florist",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/florist"
"flowers",,,"Base, Non-Sponsored","XYZ.COM LLC","active","9 Oct 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/flowers"
"flsmidth",,,"Base, Brand (Spec 13), Non-Sponsored","FLSmidth A/S","terminated","24 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/flsmidth"
"fly",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","8 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/fly"
"foo",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","23 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/foo"
"food",,,"Base, Non-Sponsored","Internet Naming Company LLC","active","21 Apr 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/food"
"foodnetwork",,,"Base, Brand (Spec 13), Non-Sponsored","Lifestyle Domain Holdings, Inc.","terminated","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/foodnetwork"
"football",,,"Base, Non-Sponsored","Binky Moon, LLC","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/football"
"ford",,,"Base, Brand (Spec 13), Non-Sponsored","Ford Motor Company","active","13 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/ford"
"forex",,,"Base, Non-Sponsored","Dog Beach, LLC","active","11 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/forex"
"forsale",,,"Base, Non-Sponsored","Dog Beach, LLC","active","22 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/forsale"
"forum",,,"Base, Non-Sponsored","Waterford Limited","active","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/forum"
"foundation",,,"Base, Non-Sponsored","Public Interest Registry","active","5 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/foundation"
"fox",,,"Base, Brand (Spec 13), Non-Sponsored","FOX Registry, LLC","active","11 Sep 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/fox"
"free",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","10 Dec 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/free"
"fresenius",,,"Base, Brand (Spec 13), Non-Sponsored","Fresenius Immobilien-Verwaltungs-GmbH","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/fresenius"
"frl",,,"Base, Non-Sponsored","FRLregistry B.V.","active","15 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/frl"
"frogans",,,"Base, Brand (Spec 13), Non-Sponsored","OP3FT","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/frogans"
"frontdoor",,,"Base, Brand (Spec 13), Non-Sponsored","Lifestyle Domain Holdings, Inc.","terminated","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/frontdoor"
"frontier",,,"Base, Brand (Spec 13), Non-Sponsored","Frontier Communications Corporation","active","5 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/frontier"
"ftr",,,"Base, Non-Sponsored","Frontier Communications Corporation","active","16 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/ftr"
"fujitsu",,,"Base, Brand (Spec 13), Non-Sponsored","Fujitsu Limited","active","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/fujitsu"
"fujixerox",,,"Base, Brand (Spec 13), Non-Sponsored","Xerox DNHC LLC","terminated","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/fujixerox"
"fun",,,"Base, Non-Sponsored","Radix Technologies Inc SEZC","active","14 Jan 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/fun"
"fund",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/fund"
"furniture",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/furniture"
"futbol",,,"Base, Non-Sponsored","Dog Beach, LLC","active","20 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/futbol"
"fyi",,,"Base, Non-Sponsored","Binky Moon, LLC","active","2 Apr 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/fyi"
"gal",,,"Base, Community (Spec 12), Non-Sponsored","Asociación puntoGAL","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/gal"
"gallery",,,"Base, Non-Sponsored","Binky Moon, LLC","active","13 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/gallery"
"gallo",,,"Base, Brand (Spec 13), Non-Sponsored","Gallo Vineyards, Inc.","active","11 Jun 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/gallo"
"gallup",,,"Base, Brand (Spec 13), Non-Sponsored","Gallup, Inc.","active","19 Feb 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/gallup"
"game",,,"Base, Non-Sponsored","XYZ.COM LLC","active","28 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/game"
"games",,,"Base, Non-Sponsored","Dog Beach, LLC","active","28 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/games"
"gap",,,"Base, Brand (Spec 13), Non-Sponsored","The Gap, Inc.","active","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/gap"
"garden",,,"Base, Non-Sponsored","Registry Services, LLC","active","26 Jun 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/garden"
"gay",,,"Base, Non-Sponsored","Registry Services, LLC","active","23 May 2019","http://iti-web-icann-lax-prod/en/registry-agreements/details/gay"
"gbiz",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","17 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gbiz"
"gdn",,,"Base, Non-Sponsored","Joint Stock Company ""Navigation-information systems""","active","31 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gdn"
"gea",,,"Base, Brand (Spec 13), Community (Spec 12), Non-Sponsored","GEA Group Aktiengesellschaft","active","4 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gea"
"gent",,,"Base, Non-Sponsored","Easyhost BV","active","23 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gent"
"genting",,,"Base, Brand (Spec 13), Non-Sponsored","Resorts World Inc Pte. Ltd.","active","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/genting"
"george",,,"Base, Brand (Spec 13), Non-Sponsored","Wal-Mart Stores, Inc.","active","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/george"
"ggee",,,"Base, Non-Sponsored","GMO Internet, Inc.","active","9 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/ggee"
"gift",,,"Base, Non-Sponsored","DotGift, LLC","active","17 Oct 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/gift"
"gifts",,,"Base, Non-Sponsored","Binky Moon, LLC","active","3 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gifts"
"gives",,,"Base, Non-Sponsored","Public Interest Registry","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gives"
"giving",,,"Base, Non-Sponsored","Public Interest Registry","active","13 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/giving"
"glade",,,"Base, Brand (Spec 13), Non-Sponsored","Johnson Shareholdings, Inc.","terminated","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/glade"
"glass",,,"Base, Non-Sponsored","Binky Moon, LLC","active","7 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/glass"
"gle",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","24 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gle"
"global",,,"Base, Non-Sponsored","Identity Digital Domains Limited","active","17 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/global"
"globo",,,"Base, Non-Sponsored","Globo Comunicação e Participações S.A","active","19 Dec 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/globo"
"gmail",,,"Base, Brand (Spec 13), Non-Sponsored","Charleston Road Registry Inc.","active","1 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gmail"
"gmbh",,,"Base, Non-Sponsored","Binky Moon, LLC","active","29 Jan 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/gmbh"
"gmo",,,"Base, Non-Sponsored","GMO Internet, Inc.","active","9 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gmo"
"gmx",,,"Base, Brand (Spec 13), Non-Sponsored","1&1 Mail & Media GmbH","active","24 Apr 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gmx"
"godaddy",,,"Base, Brand (Spec 13), Non-Sponsored","Go Daddy East, LLC","active","23 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/godaddy"
"gold",,,"Base, Non-Sponsored","Binky Moon, LLC","active","22 Jan 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/gold"
"goldpoint",,,"Base, Brand (Spec 13), Non-Sponsored","YODOBASHI CAMERA CO.,LTD.","active","20 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/goldpoint"
"golf",,,"Base, Non-Sponsored","Binky Moon, LLC","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/golf"
"goo",,,"Base, Brand (Spec 13), Non-Sponsored","NTT DOCOMO, INC.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/goo"
"goodhands",,,"Base, Brand (Spec 13), Non-Sponsored","Allstate Fire and Casualty Insurance Company","terminated","31 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/goodhands"
"goodyear",,,"Base, Brand (Spec 13), Non-Sponsored","The Goodyear Tire & Rubber Company","active","2 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/goodyear"
"goog",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","20 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/goog"
"google",,,"Base, Brand (Spec 13), Non-Sponsored","Charleston Road Registry Inc.","active","24 Jul 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/google"
"gop",,,"Base, Non-Sponsored","Republican State Leadership Committee, Inc.","active","16 Jan 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gop"
"got",,,"Base, Non-Sponsored","Amazon Registry Services, Inc.","active","18 Dec 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/got"
"gotv",,,"Base, Non-Sponsored","MultiChoice (Proprietary) Limited","terminated","12 Mar 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/gotv"
"grainger",,,"Base, Brand (Spec 13), Non-Sponsored","Grainger Registry Services, LLC","active","7 May 2015","http://iti-web-icann-lax-prod/en/registry-agreements/details/grainger"
"graphics",,,"Base, Non-Sponsored","Binky Moon, LLC","active","13 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/graphics"
"gratis",,,"Base, Non-Sponsored","Binky Moon, LLC","active","20 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gratis"
"green",,,"Base, Non-Sponsored","Identity Digital Domains Limited","active","8 May 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/green"
"gripe",,,"Base, Non-Sponsored","Binky Moon, LLC","active","6 Mar 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gripe"
"grocery",,,"Base, Non-Sponsored","Wal-Mart Stores, Inc.","active","16 Jun 2016","http://iti-web-icann-lax-prod/en/registry-agreements/details/grocery"
"group",,,"Base, Non-Sponsored","Binky Moon, LLC","active","15 Aug 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/group"
"guardian",,,"Base, Brand (Spec 13), Non-Sponsored","The Guardian Life Insurance Company of America","terminated","30 Jul 2015","http://iti-web-icann-lax-prod/en/registry-agreements/terminated/guardian"
"gucci",,,"Base, Brand (Spec 13), Non-Sponsored","Guccio Gucci S.p.a.","active","13 Nov 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/gucci"
"guge",,,"Base, Non-Sponsored","Charleston Road Registry Inc.","active","28 Aug 2014","http://iti-web-icann-lax-prod/en/registry-agreements/details/guge"
"guide",,,"Base, Non-Sponsored","Binky Moon, LLC","active","13 Sep 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/guide"
"guitars",,,"Base, Non-Sponsored","XYZ.COM LLC","active","14 Nov 2013","http://iti-web-icann-lax-prod/en/registry-agreements/details/guitars"
